종목코드=기업코드,법인명=종목명=기업명,지정구분,지정업종(목표)/계획업종(할당),업종명,온실가스 배출량(tCO₂eq),에너지 사용량(TJ),시장구분,시가총액,ESG등급,환경,사회,지배구조,비고
,씨지앤대산전력(주),업체,전기업,,"15,848",242,,,,,,,
,씨지앤율촌전력 주식회사,업체,전기업,,"1,988,171","39,590",,,,,,,
,씨텍,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",,"763,404","10,981",,,,,,,
308170,씨티알모빌리티,,,운송장비·부품,,,KOSPI,,B,B,C,B,
025980,아난티,,,일반서비스,,,KOSDAQ,,C,B,B,D,
008700,아남전자,,,전기·전자,,,KOSPI,,D,D,D,C,
090430,아모레퍼시픽,,,화학,,,KOSPI,,A,A,A+,A,
002790,아모레퍼시픽홀딩스,,,화학,,,KOSPI,,A+,A,A+,A+,
149950,아바텍,사업장,유리,전기·전자,"16,462",336,KOSDAQ,1.36814E+11,,,,,
,아반스트레이트코리아 주식회사,사업장,유리 및 유리제품 제조업,,0,0,,,,,,,
,아산시,사업장,폐기물 처리업,,"108,502","1,048",,,,,,,
002030,아세아,,,일반서비스,,,KOSPI,,A,A,A,A,
183190,아세아시멘트,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",비금속,"2,114,034","13,832",KOSPI,4.4387E+11,A,A,A,B+,
002310,아세아제지,업체,"펄프, 종이 및 판지 제조업",종이·목재,"466,661","4,339",KOSPI,3.22646E+11,B+,B+,A,B,
012170,아센디오,,,오락·문화,,,KOSPI,,D,D,D,D,
267850,아시아나IDT,,,IT 서비스,,,KOSPI,,B,C,B+,B,
020560,아시아나항공,업체,항공 여객 운송업,운송·창고,"306,178","4,511",KOSPI,1.61909E+12,B+,A,B+,B+,
122900,아이마켓코리아,,,유통,,,KOSPI,,B,C,B+,B,
829322,아이비케이연금보험,,,,,,,,등급없음,등급없음,등급없음,B,
828519,아이비케이캐피탈,,,,,,,,등급없음,등급없음,등급없음,B,
809467,아이비케이투자증권,,,,,,,,등급없음,등급없음,등급없음,B,
099190,아이센스,,,의료·정밀기기,,,KOSDAQ,,B,C,B+,B+,
010780,아이에스동서,,,비금속,,,KOSPI,,C,B,B+,C,
003560,아이에이치큐,,,오락·문화,,,KOSPI,,D,D,C,D,
005270,아이엠뱅크,,,,,,,,등급없음,등급없음,등급없음,B+,
,아이유제지,사업장,제지,,"16,312",246,,,,,,,
084850,아이티엠반도체,,,전기·전자,,,KOSDAQ,,B+,B+,A,B,
027360,아주IB투자,,,금융,,,KOSDAQ,,B,C,A,B,
,아주대학교의료원,사업장,병원,,"28,391",581,,,,,,,
139990,아주스틸,사업장,기계,금속,"13,780",255,KOSPI,1.29249E+11,D,C,D,D,
009320,아진전자부품,,,운송장비·부품,,,KOSPI,,D,D,D,D,
,아진피앤피,사업장,"펄프, 종이 및 판지 제조업",,"138,991","3,288",,,,,,,
,안동시,사업장,수도사업,,"16,774",166,,,,,,,
053800,안랩,,,IT 서비스,,,KOSDAQ,,A,B+,A+,B+,
,안산도시개발(주),사업장,"증기, 냉ㆍ온수 및 공기 조절 공급업",,"27,470",615,,,,,,,
,안산시,업체,"하수, 폐수 및 분뇨 처리업",,"114,730","1,443",,,,,,,
,안양시,사업장,"하수, 폐수 및 분뇨 처리업",,"95,365","1,059",,,,,,,
001780,알루코,,,금속,,,KOSPI,,C,B,B,C,
196170,알테오젠,,,일반서비스,,,KOSDAQ,,C,D,C,B,
,알테크노메탈,사업장,금속 주조업,,"32,283",554,,,,,,,
,알트론전주,사업장,자동차 신품 부품 제조업,,"33,439",0,,,,,,,
018250,애경산업,,,화학,,,KOSPI,,A,A,A+,A,
161000,애경케미칼,업체,기초 화학물질 제조업,화학,"165,838","1,828",KOSPI,4.62163E+11,B+,B+,A,B+,
,애니테크,사업장,폐기물 처리업,,"45,268",204,,,,,,,
,양산시,사업장,폐기물 처리업,,"94,700",830,,,,,,,
,양주시,사업장,폐기물 처리업,,"70,705",922,,,,,,,
,어프로티움 주식회사,업체,기초 화학물질 제조업,,"328,313","3,503",,,,,,,
,에너원(주),사업장,"증기, 냉ㆍ온수 및 공기 조절 공급업",,"41,855",484,,,,,,,
,에너지 세종,사업장,폐기물 처리업,,"72,084",425,,,,,,,"""(주)에코비트에너지세종"" 업체명 변경"
,에너지네트웍,업체,폐기물 처리업,,"168,841",317,,,,,,,
,에너지명성,업체,폐기물 처리업,,"39,036",47,,,,,,,"""주식회사 에코비트에너지명성"" 업체명 변경"
,에너지울산,사업장,"증기, 냉ㆍ온수 및 공기 조절 공급업",,"90,248","1,075",,,,,,,"""주식회사 에코비트에너지울산"" 업체명 변경"
,에너지정세,사업장,폐기물 처리업,,"60,000",481,,,,,,,"""에코비트에너지정세"" 업체명 변경"
011090,에넥스,,,기타제조,,,KOSPI,,D,C,D,D,
,에드워드코리아(주),사업장,기계,,"12,269",257,,,,,,,
,에보닉페록사이드코리아,사업장,기초 화학물질 제조업,,"36,818",734,,,,,,,"""(유)에스케이보닉페록사이드코리아"" 업체명 변경"
137310,에스디바이오센서,,,의료·정밀기기,,,KOSPI,,C,C,B,D,
,에스알,업체,철도 운송업,,"168,201","3,515",,,,,,,
,에스앤에스아이앤씨(주),사업장,자동차,,"18,223",380,,,,,,,
101490,에스앤에스텍,,,전기·전자,,,KOSDAQ,,C,D,D,B+,
,에스앤티모티브 주식회사,사업장,자동차,,"19,561",406,,,,,,,
,에스에스엘엠 주식회사,사업장,전기전자,,"19,323",395,,,,,,,
056190,에스에프에이,,,기계·장비,,,KOSDAQ,,C,C,C,B,
,에스엔에프코리아(주),사업장,기타 화학제품 제조업,,"45,645","1,063",,,,,,,
,에스엔엔씨,업체,1차 비철금속 제조업,,"1,293,791","15,686",,,,,,,
005850,에스엘,업체,전기전자,운송장비·부품,"54,187","1,126",KOSPI,1.99032E+12,B,B+,A,C,
041510,에스엠,,,오락·문화,,,KOSDAQ,,B+,A,B+,B+,
010580,에스엠벡셀,,,운송장비·부품,,,KOSPI,,D,D,D,C,
,에스와이에너지 주식회사,사업장,나무제품 제조업,,"26,030",800,,,,,,,"""SY에너지㈜"" 업체명 변경"
012750,에스원,,,일반서비스,,,KOSPI,,B+,B+,A,B+,
,에스이그린에너지,사업장,전기업,,"55,997",0,,,,,,,
,에스제이금속,사업장,철강,,"19,958",351,,,,,,,
123700,에스제이엠,,,운송장비·부품,,,KOSPI,,C,C,C,C,
025530,에스제이엠홀딩스,,,유통,,,KOSPI,,C,C,C,C,
,에스지씨솔루션 주식회사,업체,유리 및 유리제품 제조업,,"161,621","2,646",,,,,,,
,에스케이넥실리스 주식회사,사업장,1차 비철금속 제조업,,"125,554","2,604",,,,,,,
,에스케이마이크로웍스 주식회사,업체,플라스틱 제품 제조업,,"154,240","3,164",,,,,,,
,에스케이마이크로웍스솔루션즈 주식회사,사업장,플라스틱 제품 제조업,,"38,406",673,,,,,,,
,에스케이멀티유틸리티 주식회사,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",,"356,042","4,286",,,,,,,
326030,에스케이바이오팜,,,일반서비스,,,KOSPI,,A,B+,A+,A,
,에스케이스페셜티 주식회사,업체,기초 화학물질 제조업,,"261,423","5,416",,,,,,,
,에스케이실트론 주식회사,업체,반도체 제조업,,"410,642","8,623",,,,,,,
,에스케이어드밴스드주식회사,업체,기초 화학물질 제조업,,"529,742","10,547",,,,,,,
,에스케이에너지 주식회사,업체,석유 정제품 제조업,,"7,146,701","75,417",,,,,,,
,에스케이에어플러스 주식회사,업체,기초 화학물질 제조업,,"331,712","6,936",,,,,,,"""에스케이머티리얼즈 에어 플러스 주식회사"" 업체명 변경"
,에스케이에코프라임 주식회사,업체,기타 화학제품 제조업,,"34,212",588,,,,,,,
,에스케이에코플랜트(주),사업장,건설,,"25,242",516,,,,,,,
,에스케이엔무브 주식회사,업체,석유 정제품 제조업,,"169,022","5,954",,,,,,,
,에스케이엔텀 주식회사,업체,보관 및 창고업,,"36,958","1,729",,,,,,,
,에스케이온 주식회사,업체,일차전지 및 축전지 제조업,,"160,618","3,325",,,,,,,
,에스케이지오센트릭 주식회사,업체,기초 화학물질 제조업,,"2,541,554","59,114",,,,,,,
,에스케이키파운드리 주식회사,업체,반도체 제조업,,"290,381","3,648",,,,,,,
,에스케이피아이씨글로벌 주식회사,업체,기초 화학물질 제조업,,"540,380","9,598",,,,,,,
,에스케이하이닉스 시스템아이씨(주),업체,반도체 제조업,,125,2,,,,,,,
,에스티엠 주식회사,사업장,일차전지 및 축전지 제조업,,"54,647","1,141",,,,,,,
052020,에스티큐브,,,유통,,,KOSDAQ,,D,D,D,D,
237690,에스티팜,,,제약,,,KOSDAQ,,A,A,A+,B+,
,에스파워,업체,전기업,,"1,508,447","29,876",,,,,,,
,에스폼(주),사업장,1차 비철금속 제조업,,0,0,,,,,,,
,에스피에스엔에이,사업장,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",,"34,359",702,,,,,,,
,에스피엘(주),사업장,기타 식품 제조업,,"28,691",646,,,,,,,
058610,에스피지,,,전기·전자,,,KOSDAQ,,D,D,D,C,
,에스피환경,사업장,폐기물 처리업,,"73,956",515,,,,,,,
023960,에쓰씨엔지니어링,,,건설,,,KOSPI,,D,C,D,D,
,에어리퀴드코리아 주식회사,업체,기초 화학물질 제조업,,"258,580","3,048",,,,,,,
298690,에어부산,업체,항공 여객 운송업,운송·창고,"163,093","2,341",KOSPI,2.00504E+11,C,B+,B+,D,
,에어서울 주식회사,사업장,항공 여객 운송업,,"21,973",315,,,,,,,
,에어퍼스트,업체,기초 화학물질 제조업,,"674,270","13,928",,,,,,,
,에어프로덕츠코리아 주식회사,업체,기초 화학물질 제조업,,"792,284","16,358",,,,,,,
140910,에이리츠,,,부동산,,,KOSPI,,C,D,D,B,
078520,에이블씨엔씨,,,화학,,,KOSPI,,B+,B,B+,B+,
298380,에이비엘바이오,,,제약,,,KOSDAQ,,C,D,D,B+,
804337,에이비엘생명보험,,,,,,,,등급없음,등급없음,등급없음,B+,
801688,에이아이에이생명보험,,,,,,,,등급없음,등급없음,등급없음,B,
,에이에스이코리아주식회사,사업장,반도체 제조업,,"103,083","2,134",,,,,,,
015260,에이엔피,,,전기·전자,,,KOSPI,,D,C,D,D,
,에이지씨디스플레이글라스오창주식회사,사업장,유리,,"12,558",262,,,,,,,
,에이지씨화인테크노한국주식회사,업체,유리 및 유리제품 제조업,,"200,216","4,022",,,,,,,
,에이치디씨아이파크몰 주식회사,사업장,건물,,"19,898",410,,,,,,,
,에이치디씨폴리올(주),사업장,석유화학,,"33,360",565,,,,,,,
,에이치디씨현대산업개발(주),사업장,건설,,"24,640",504,,,,,,,
,에이치디씨현대이피 주식회사,사업장,석유화학,,"20,719",388,,,,,,,
,에이치디현대삼호 주식회사,업체,선박 및 보트 건조업,,"276,469","4,802",,,,,,,"""현대삼호중공업 주식회사"" 업체명 변경"
,에이치디현대오씨아이 주식회사,업체,기초 화학물질 제조업,,"352,618","3,992",,,,,,,
,에이치디현대오일뱅크,업체,석유 정제품 제조업,,"6,428,458","80,865",,,,,,,
,에이치디현대케미칼주식회사,업체,기초 화학물질 제조업,,"2,719,270","50,104",,,,,,,
,에이치에스지성동조선 주식회사,사업장,선박 및 보트 건조업,,"60,206","1,136",,,,,,,
,에이치엘비에너지㈜,사업장,폐기물 처리업,,"27,071",43,,,,,,,
,에이치엠엠피에스에이신항만(주),사업장,기타 운송관련 서비스업,,"29,022",581,,,,,,,
,에이치해운,사업장,교통(해운),,"17,780",243,,,,,,,
,에이티에너지,사업장,폐기물 처리업,,"21,500",18,,,,,,,
200470,에이팩트,사업장,전기전자,전기·전자,"28,331",589,KOSDAQ,2.87639E+11,,,,,
007460,에이프로젠,,,금속,,,KOSPI,,D,D,D,D,
003060,에이프로젠바이오로직스,사업장,의약품 제조업,제약,"17,335",356,KOSPI,1.02974E+11,D,C,D,D,
244920,에이플러스에셋,,,기타금융,,,KOSPI,,D,D,D,C,
230240,에치에프알,,,전기·전자,,,KOSDAQ,,D,D,D,D,
,에코라임,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",,"104,213",521,,,,,,,
230360,에코마케팅,,,일반서비스,,,KOSDAQ,,C,D,D,B,
086520,에코프로,,,금융,,,KOSDAQ,,C,B,B+,D,
,에코프로머티리얼즈,사업장,일차전지 및 축전지 제조업,,"70,327","1,432",,,,,,,
247540,에코프로비엠,사업장,일차전지 및 축전지 제조업,전기·전자,"68,312","1,424",KOSDAQ,1.43377E+13,C,B,B+,D,
383310,에코프로에이치엔,,,화학,,,KOSDAQ,,B,B,B,B+,
,에코프로에이피,사업장,석유화학,,"31,849",665,,,,,,,
,에코프로이엠,사업장,일차전지 및 축전지 제조업,,"103,448","2,161",,,,,,,
038110,에코플라스틱(주),사업장,자동차,운송장비·부품,"17,731",366,KOSDAQ,1.25978E+11,,,,,
036810,에프에스티,,,전기·전자,,,KOSDAQ,,C,C,D,C,
019490,엑시큐어하이트론,,,전기·전자,,,KOSPI,,D,C,D,D,
,엔아이티,업체,폐기물 처리업,,"163,208",283,,,,,,,
806955,엔에이치농협캐피탈,,,,,,,,등급없음,등급없음,등급없음,A,
181710,엔에이치엔,,,IT 서비스,,,KOSPI,,A,A,A+,A,
,엔이티,사업장,"증기, 냉ㆍ온수 및 공기 조절 공급업",,"6,977",82,,,,,,,
085310,엔케이,,,금속,,,KOSPI,,D,D,D,D,
182400,엔케이맥스,,,제약,,,KOSDAQ,,D,D,D,D,
348370,엔켐,,,화학,,,KOSDAQ,,D,C,C,D,
004250,엔피씨,,,화학,,,KOSPI,,D,C,C,D,
048830,엔피케이,사업장,석유화학,화학,"15,313",316,KOSDAQ,17731555081,,,,,
290650,엘앤씨바이오,,,제약,,,KOSDAQ,,C,D,D,B+,
066970,엘앤에프,사업장,전자 부품 제조업,전기·전자,"138,295","2,842",KOSPI,3.82793E+12,B,B+,A,C,
,엘에스메탈 주식회사,사업장,비철금속,,"21,335",444,,,,,,,
,엘에스엠앤엠 주식회사,업체,1차 비철금속 제조업,,"493,516","8,509",,,,,,,
010120,엘에스일렉트릭,사업장,전기전자,전기·전자,"16,427",340,KOSPI,,A,A,A,A,
,엘에스전선 주식회사,업체,절연선 및 케이블 제조업,,"99,356","2,013",,,,,,,
,엘엑스글라스,업체,유리 및 유리제품 제조업,,"298,344","3,670",,,,,,,
,엘엑스판토스,사업장,도로 화물 운송업,,"46,415",558,,,,,,,
,엘지마그나 이파워트레인 주식회사,사업장,자동차,,"18,891",393,,,,,,,
,엘지씨엔에스,업체,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",,"130,641","2,780",,,,,,,
058970,엠로,,,IT 서비스,,,KOSDAQ,,D,D,D,C,
097520,엠씨넥스,,,전기·전자,,,KOSPI,,B,C,B+,B+,
007820,엠엑스로보틱스,,,기계·장비,,,KOSDAQ,,C,D,C,C,
,엠이엠씨코리아주식회사,사업장,반도체 제조업,,"115,124","2,429",,,,,,,
,엠코테크놀로지코리아(주),업체,반도체 제조업,,"369,182","7,423",,,,,,,
,여수시,업체,폐기물,,"116,702",803,,,,,,,
,여주에너지서비스,업체,발전에너지,,"2,014,575","40,034",,,,,,,
,여천엔씨씨 주식회사,업체,기초 화학물질 제조업,,"3,803,197","73,678",,,,,,,
,연천군,사업장,폐기물,,"16,906",25,,,,,,,
014440,영보화학,,,화학,,,KOSPI,,D,C,C,D,
,영신물산,사업장,"섬유제품 염색, 정리 및 마무리 가공업",,"29,421",198,,,,,,,
,영우해운(주),사업장,교통(해운),,"13,426",188,,,,,,,
111770,영원무역,,,유통,,,KOSPI,,B+,B+,B+,B+,
009970,영원무역홀딩스,,,기타금융,,,KOSPI,,A,B+,B+,A,
,영주시,사업장,폐기물 처리업,,"36,061",133,,,,,,,
003520,영진약품,,,제약,,,KOSPI,,B+,B+,A,B+,
000670,영풍,업체,1차 비철금속 제조업,금속,"766,796","13,573",KOSPI,9.07651E+11,B,C,B,B+,
,영풍전자(주),사업장,전자 부품 제조업,,"38,638",775,,,,,,,
036560,영풍정밀,,,기계·장비,,,KOSDAQ,,B+,B+,A,B+,
006740,영풍제지,사업장,"펄프, 종이 및 판지 제조업",종이·목재,"91,679","1,329",KOSPI,,D,C,D,D,
012280,영화금속,사업장,금속 주조업,운송장비·부품,"87,847","1,290",KOSPI,49081279750,D,C,D,D,
012160,영흥,,,금속,,,KOSPI,,C,C,D,C,
,영흥산업환경,사업장,폐기물 처리업,,"136,221",569,,,,,,,
007310,오뚜기,사업장,기타 식품 제조업,음식료·담배,"93,135","1,877",KOSPI,1.54301E+12,A,A,A+,B+,
,오뚜기라면 주식회사,업체,기타 식품 제조업,,"47,742",960,,,,,,,
,오라이온코리아 주식회사,업체,기초 화학물질 제조업,,"360,685",542,,,,,,,
002630,오리엔트바이오,,,제약,,,KOSPI,,D,D,D,D,
271560,오리온,사업장,기타 식품 제조업,음식료·담배,"74,067","1,481",KOSPI,4.17897E+12,A,A,A,B+,
001800,오리온홀딩스,,,기타금융,,,KOSPI,,A,A,A,A,
010470,오리콤,,,일반서비스,,,KOSDAQ,,B,D,C,B+,
,오미아코리아,사업장,기초 화학물질 제조업,,"45,800",935,,,,,,,
,오비맥주(주),사업장,알코올 음료 제조업,,"90,773","1,918",,,,,,,
,오산시,사업장,하수처리업,,"19,899",263,,,,,,,
,오성연료전지 주식회사,사업장,전기업,,"35,002",0,,,,,,,
039200,오스코텍,,,제약,,,KOSDAQ,,D,D,D,D,
,오씨아이주식회사,업체,기타 화학제품 제조업,,"1,187,244","18,408",,,,,,,
,오영,사업장,석유화학,,"14,127",308,,,,,,,
,오케이에프음료(주),사업장,음료제조업,,"20,171",389,,,,,,,
,옥천군,사업장,지정외 폐기물처리업 등,,"17,258",60,,,,,,,
,온세미컨덕터코리아(주),업체,반도체 제조업,,"193,260","3,199",,,,,,,
,온셀텍,사업장,전자 부품 제조업,,"34,623",722,,,,,,,
005320,온타이드,,,유통,,,KOSPI,,D,D,D,D,
,올품,사업장,식료품 제조업,,"22,914",467,,,,,,,
122990,와이솔,사업장,반도체,전기·전자,"20,144",319,KOSDAQ,1.52908E+11,,,,,
067900,와이엔텍,업체,폐기물 처리업,일반서비스,"158,406",975,KOSDAQ,1.20664E+11,,,,,
007530,와이엠,사업장,기계,금속,"17,196",354,KOSDAQ,56080662120,,,,,
,와이이십이프로젝트금융투자 주식회사,사업장,건물,,"17,446",360,,,,,,,
273060,와이즈버즈,,,일반서비스,,,KOSDAQ,,D,D,D,C,
122870,와이지엔터테인먼트,,,오락·문화,,,KOSDAQ,,B,A,C,B+,
019210,와이지-원,사업장,기계,금속,"16,506",344,KOSDAQ,1.77941E+11,,,,,
,와이케이스틸(주),업체,1차 철강 제조업,,"214,963","3,861",,,,,,,
011690,와이투솔루션,,,전기·전자,,,KOSPI,,C,C,C,C,
,용남고속(주),사업장,육상 여객 운송업,,"21,173",372,,,,,,,
,용산케미칼 주식회사,사업장,기초 화학물질 제조업,,"113,456",958,,,,,,,
,용인시,업체,폐기물 처리업,,"191,023","1,987",,,,,,,
,우룡,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",,"168,720",752,,,,,,,
316140,우리금융지주,,,기타금융,,,KOSPI,,A,A+,A,B+,
033660,우리금융캐피탈,,,,,,,,등급없음,등급없음,등급없음,B,
041190,우리기술투자,,,금융,,,KOSDAQ,,D,D,D,D,
000030,우리은행,업체,건물,,"71,633","1,090",,,등급없음,등급없음,등급없음,B+,
010050,우리종합금융,,,,,,,,등급없음,등급없음,등급없음,B+,
879070,우리카드,,,,,,,,등급없음,등급없음,등급없음,A,
,우림해운(주),사업장,교통(해운),,"24,338",335,,,,,,,
006980,우성,,,음식료·담배,,,KOSPI,,D,D,C,D,
011300,우성머티리얼스,,,섬유·의류,,,KOSPI,,D,D,D,D,
,우성염직,사업장,섬유,,"12,442",196,,,,,,,
,우신금속,사업장,비철금속,,"23,769",372,,,,,,,
017370,우신시스템,,,기계·장비,,,KOSPI,,C,D,D,B,
,우익반도체,사업장,전기전자,,"31,277",646,,,,,,,
,우지막코리아(주),사업장,요업,,"4,201",85,,,,,,,
105840,우진,,,의료·정밀기기,,,KOSPI,,C,D,C,B,
010400,우진아이엔에스,,,건설,,,KOSPI,,C,C,C,B,
049800,우진플라임,,,기계·장비,,,KOSPI,,D,C,D,D,
,우진환경개발(주),사업장,폐기물 처리업,,"67,813",771,,,,,,,
,우체국물류지원단,사업장,육상운송 및 파이프라인 운송업,,"18,542",273,,,,,,,
,울산과학기술원,사업장,고등 교육기관,,"37,607",786,,,,,,,
,울산광역시,업체,폐기물 처리업,,"315,968","3,065",,,,,,,
,울산아로마틱스(주),업체,기초 화학물질 제조업,,"430,585","10,023",,,,,,,
,울산알루미늄 주식회사,업체,1차 비철금속 제조업,,"157,457","3,196",,,,,,,
,울산피피주식회사,사업장,합성고무 및 플라스틱 물질 제조업,,"49,134","1,389",,,,,,,
016880,웅진,,,일반서비스,,,KOSPI,,B,C,B+,B,
095720,웅진씽크빅,,,일반서비스,,,KOSPI,,B,B,A+,C,
,원강산업(주),사업장,기계,,"21,731",451,,,,,,,
005820,원림,,,섬유·의류,,,KOSPI,,D,D,D,C,
240810,원익IPS,사업장,특수 목적용 기계 제조업,기계·장비,"27,441",536,KOSDAQ,,B,B,A,C,
074600,원익QnC,,,비금속,,,KOSDAQ,,C,B+,A,D,
,원주시,사업장,"하수, 폐수 및 분뇨 처리업",,"57,836",732,,,,,,,
336570,원텍,,,의료·정밀기기,,,KOSDAQ,,D,D,D,D,
010600,웰바이오텍,,,유통,,,KOSPI,,D,D,D,D,
069080,웹젠,,,IT 서비스,,,KOSDAQ,,B,D,C,B+,
,위드인천에너지(주),업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",,"22,850",492,,,,,,,
112040,위메이드,,,IT 서비스,,,KOSDAQ,,C,B+,A,C,
097800,윈팩,사업장,반도체 제조업,전기·전자,"24,045",500,KOSDAQ,70408318164,,,,,
008600,윌비스,,,유통,,,KOSPI,,D,D,C,D,
033270,유나이티드,,,제약,,,KOSPI,,B+,B,B+,B+,
014830,유니드,업체,기초 화학물질 제조업,화학,"300,606","7,482",KOSPI,4.54783E+11,B,B,B+,B,
446070,유니드비티플러스,업체,나무제품 제조업,종이·목재,"54,199","2,217",KOSPI,36555635675,C,C,C,C,
018000,유니슨,,,기계·장비,,,KOSDAQ,,C,C,C,B,
000910,유니온,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",비금속,"142,490","1,162",KOSPI,65256567420,C,C,C,B,
047400,유니온머티리얼,사업장,"내화, 비내화 요업제품 제조업",비금속,"37,845",763,KOSPI,56112000000,C,C,D,C,
011330,유니켐,,,섬유·의류,,,KOSPI,,D,C,D,D,
077500,유니퀘스트,,,유통,,,KOSPI,,D,D,D,C,
,유니큰,업체,폐기물 처리업,,"89,177",490,,,,,,,
086390,유니테스트,,,기계·장비,,,KOSDAQ,,C,D,C,C,
,유니투스 주식회사,업체,자동차 신품 부품 제조업,,"68,712","1,426",,,,,,,
002920,유성기업,사업장,자동차,운송장비·부품,"13,596",279,KOSPI,57603450000,C,C,C,B,
024800,유성티엔에스,사업장,도로 화물 운송업,운송·창고,"26,598",384,KOSDAQ,91517975640,,,,,
000700,유수홀딩스,,,일반서비스,,,KOSPI,,B+,B+,A,B+,
003470,유안타증권,,,증권,,,KOSPI,,C,C,D,C,
072130,유엔젤,,,IT 서비스,,,KOSPI,,D,D,D,D,
000220,유유제약,,,제약,,,KOSPI,,C,D,C,C,
023410,유진기업,,,비금속,,,KOSDAQ,,D,D,D,D,
,유진로지스틱스,사업장,도로 화물 운송업,,"22,940",333,,,,,,,
001200,유진증권,,,증권,,,KOSPI,,C,B,D,C,
084370,유진테크,,,기계·장비,,,KOSDAQ,,C,C,C,C,
000100,유한양행,사업장,석유화학,제약,"17,597",362,KOSPI,8.98845E+12,A,B+,A+,A,
,유한킴벌리 주식회사,업체,"펄프, 종이 및 판지 제조업",,"199,589","3,999",,,,,,,
,유한화학,사업장,석유화학,,"20,739",380,,,,,,,
,유한회사 사조씨피케이,업체,"곡물 가공품, 전분 및 전분제품 제조업",,"135,361","2,432",,,,,,,
,유한회사 스태츠칩팩코리아,사업장,반도체 제조업,,"76,436","1,572",,,,,,,
,유한회사 클라리오스델코,사업장,전기전자,,"52,469","1,087",,,,,,,
003460,유화증권,,,증권,,,KOSPI,,D,D,D,C,
372170,윤성에프앤씨,,,기계·장비,,,KOSDAQ,,C,C,D,C,
008730,율촌화학,사업장,플라스틱 제품 제조업,화학,"81,954","1,509",KOSPI,6.3984E+11,C,C,C,C,
,음성에코파크(주),사업장,발전에너지,,"60,857",4,,,,,,,
,의료법인 길 의료재단,사업장,건물,,"21,181",435,,,,,,,
,의정부시,사업장,"하수, 폐수 및 분뇨 처리업",,"82,379",400,,,,,,,
008250,이건산업,,,종이·목재,,,KOSPI,,D,D,D,D,
,이건에너지(주),사업장,산업단지,,"15,254","2,615",,,,,,,
025820,이구산업,사업장,1차 비철금속 제조업,금속,"36,264",748,KOSPI,1.86272E+11,C,C,D,B,
214320,이노션,,,일반서비스,,,KOSPI,,A,A,A+,B+,
272290,이녹스첨단소재,사업장,전자 부품 제조업,전기·전자,"30,420",556,KOSDAQ,4.53354E+11,B+,B+,B,B+,
,이누스 주식회사,사업장,"내화, 비내화 요업제품 제조업",,"52,998",903,,,,,,,
053350,이니텍,,,IT 서비스,,,KOSDAQ,,B,C,C,B+,
,이도에코오산(주),사업장,폐기물 처리업,,"47,492",33,,,,,,,
,이도에코전주(주),사업장,폐기물 처리업,,"42,693",23,,,,,,,
,이랜드리테일,업체,종합 소매업,,"155,694","3,235",,,,,,,
139480,이마트,업체,종합 소매업,유통,"522,497","10,881",KOSPI,2.24354E+12,A,A,A,A,
007660,이수페타시스,사업장,전자 부품 제조업,전기·전자,"49,020",951,KOSPI,8.75038E+12,B,B+,A,C,
005950,이수화학,업체,기초 화학물질 제조업,화학,"277,942","5,001",KOSPI,2.1719E+11,B,B+,B+,C,
015020,이스타코,,,부동산,,,KOSPI,,D,D,D,D,
,이스타항공,업체,항공 여객 운송업,,"122,762","1,757",,,,,,,
,이스트만화이버코리아 주식회사,사업장,화학섬유 제조업,,"42,245",716,,,,,,,
093230,이아이디,,,,,,,,D,D,D,D,
,이알지서비스,사업장,폐기물 처리업,,"83,417",60,,,,,,,
,이에스티,사업장,폐기물 처리업,,"68,030",11,,,,,,,
074610,이엔플러스,,,기계·장비,,,KOSPI,,D,C,D,D,
,이엠케이승경,사업장,폐기물 처리업,,"45,824",521,,,,,,,
091120,이엠텍,,,전기·전자,,,KOSDAQ,,D,D,D,C,
102460,이연제약,,,제약,,,KOSPI,,C,D,D,B+,
039030,이오테크닉스,,,기계·장비,,,KOSDAQ,,D,C,D,D,
294090,이오플로우,,,의료·정밀기기,,,KOSDAQ,,C,D,C,B,
084680,이월드,,,기타제조,,,KOSPI,,D,D,D,D,
,이지스제210호전문투자형사모부동산투자회사,사업장,건물,,"20,982",435,,,,,,,
,이천시,사업장,폐기물 처리업,,"120,026",633,,,,,,,
000760,이화산업,,,유통,,,KOSPI,,D,C,D,D,
,익산시,사업장,폐기물 처리업,,"74,429",572,,,,,,,
014990,인디에프,,,섬유·의류,,,KOSPI,,D,D,D,C,
101140,인바이오젠,,,유통,,,KOSPI,,D,D,D,D,
060150,인선이엔티,,,일반서비스,,,KOSDAQ,,C,C,C,C,
006490,인스코비,,,통신,,,KOSPI,,D,D,D,D,
,인제군,사업장,폐기물,,"24,069",35,,,,,,,
,인지에이엠티(주),사업장,자동차,,"20,590",424,,,,,,,
023800,인지컨트롤스,,,운송장비·부품,,,KOSPI,,C,C,C,C,
