종목코드,법인명,지정구분,업종명,온실가스 배출량(tCO₂eq),에너지 사용량(TJ),ESG등급,환경,사회,지배구조
00None,코어엔텍,업체,폐기물 처리업,"293,163","1,833",,,,
00None,코오롱글로텍,사업장,섬유,"20,679",332,,,,
00None,코오롱바스프이노폼,사업장,합성고무 및 플라스틱 물질 제조업,"101,273","1,600",,,,
00None,코오롱이앤피,업체,합성고무 및 플라스틱 물질 제조업,"131,361","2,125",,,,
00None,코오롱인더스트리,업체,합성고무 및 플라스틱 물질 제조업,"554,983","10,324",,,,
00None,코카콜라음료,사업장,음료제조업,"20,014",408,,,,
00None,쿠팡로지스틱스서비스유한,사업장,도로 화물 운송업,"97,956","1,664",,,,
00None,쿠팡풀필먼트서비스유한,업체,보관 및 창고업,"236,793","4,930",,,,
00None,크나우프석고보드,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업","110,088","2,187",,,,
00None,타타대우모빌리티,사업장,자동차,"16,325",308,,,,
015890,태경산업,업체,1차 철강 제조업,"99,941","1,409",D,C,D,D
003240,태광산업,업체,기초 화학물질 제조업,"895,831","12,933",B,B+,A+,C
00None,태림페이퍼,업체,"펄프, 종이 및 판지 제조업","385,762","5,760",,,,
00None,태봉광업,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업","241,973",611,,,,
00None,태양금속공업,사업장,기계,"20,806",399,,,,
00None,태영세라믹,사업장,"내화, 비내화 요업제품 제조업","32,550",539,,,,
00None,통영시,사업장,폐기물 처리업,"37,643",354,,,,
00None,티케이지에코머티리얼,사업장,섬유,"3,154",91,,,,
00None,티케이지휴켐스,업체,기초 화학물질 제조업,"108,678","1,528",,,,
104480,티케이케미칼,업체,화학섬유 제조업,"61,590","1,234",D,C,D,D
00None,파르나스호텔,사업장,건물,"21,033",434,,,,
00None,파인트리포스마그네슘,사업장,금속 주조업,"35,507",70,,,,
00None,파주시,업체,폐기물 처리업,"162,221","1,505",,,,
00None,파주에너지서비스,업체,전기업,"4,132,297","80,560",,,,
00None,파주에코에너지,사업장,발전에너지,"22,169",0,,,,
00None,파주전기초자,사업장,유리 및 유리제품 제조업,"21,948",457,,,,
00None,팔미금속공업,사업장,철강,"15,615",291,,,,
001020,페이퍼코리아,사업장,"펄프, 종이 및 판지 제조업","88,730","1,529",C,C,C,C
00None,평택시,업체,"하수, 폐수 및 분뇨 처리업","123,716","1,899",,,,
00None,평택에너지앤파워,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업","1,359,985","26,586",,,,
090080,평화산업,사업장,고무제품 제조업,"31,733",647,C,B,B,C
00None,평화오일씰공업,사업장,자동차,"14,542",303,,,,
058430,포스코스틸리온,사업장,1차 철강 제조업,"120,953","2,368",A,A,A+,B+
00None,포스코홀딩스,업체,1차 철강 제조업,"10,745",222,,,,
00None,포천민자발전,업체,전기업,"1,305,244","25,898",,,,
00None,포천시,사업장,폐기물 처리업,"59,149",615,,,,
00None,포천파워,업체,전기업,"1,729,578","34,369",,,,
00None,포항시,업체,폐기물 처리업,"164,383","2,492",,,,
00None,폴리미래,사업장,합성고무 및 플라스틱 물질 제조업,"100,796","1,876",,,,
00None,피아이첨단소재,사업장,플라스틱 제품 제조업,"106,164","1,867",,,,
00None,피유코어,사업장,석유화학,"23,768",543,,,,
00None,피케이씨,업체,기초 화학물질 제조업,"216,598","4,310",,,,
067310,하나마이크론,사업장,반도체 제조업,"36,237",754,C,B+,A,D
166090,하나머티리얼즈,사업장,반도체,"25,908",540,B,B,A,C
00None,하남시,사업장,폐기물 처리업,"37,725",496,,,,
000080,하이트진로,업체,알코올 음료 제조업,"110,066","2,154",B+,A,A,B
00None,하이트진로산업,사업장,유리 및 유리제품 제조업,"30,886",483,,,,
00None,하이호경금속,사업장,1차 비철금속 제조업,"30,048",495,,,,
00None,학교법인가톨릭학원,사업장,병원,"138,419","2,826",,,,
00None,학교법인건국대학교,사업장,고등 교육기관,"75,442","1,526",,,,
00None,학교법인경희학원,업체,건물,"60,644","1,249",,,,
00None,학교법인계명대학교,사업장,건물,"21,117",437,,,,
00None,학교법인고려중앙학원,사업장,고등 교육기관,"111,736","2,302",,,,
00None,학교법인성균관대학,사업장,고등 교육기관,"70,474","1,428",,,,
00None,학교법인연세대학교,업체,고등 교육기관,"203,451","4,207",,,,
00None,학교법인영남학원,사업장,건물,"31,385",645,,,,
00None,학교법인이화학당,사업장,고등 교육기관,"74,582","3,285",,,,
00None,학교법인중앙대학교,사업장,건물,"20,621",425,,,,
00None,학교법인포항공과대학교,사업장,고등 교육기관,"82,127","1,855",,,,
00None,학교법인한양학원,사업장,고등 교육기관,"80,087","3,199",,,,
036460,한국가스공사,업체,연료용 가스 제조 및 배관공급업,"580,251","11,045",A,A,A+,A
00None,한국경남태양유전,사업장,전자 부품 제조업,"91,403","1,799",,,,
00None,한국공항공사,사업장,기타 운송관련 서비스업,"92,395","1,903",,,,
00None,한국과학기술연구원,사업장,건물,"18,403",381,,,,
00None,한국과학기술원,사업장,고등 교육기관,"87,144","1,785",,,,
00None,한국과학기술정보연구원,사업장,건물,"21,435",447,,,,
00None,한국기초소재,사업장,시멘트,"14,473",295,,,,
00None,한국남동발전,업체,전기업,"30,710,313","372,122",,,,
00None,한국남부발전,업체,전기업,"24,346,135","321,462",,,,
00None,한국넥슬렌유한,업체,합성고무 및 플라스틱 물질 제조업,"87,186","1,750",,,,
00None,한국니토옵티칼,사업장,플라스틱 제품 제조업,"35,250",662,,,,
00None,한국도로공사,업체,기타 운송관련 서비스업,"257,639","5,158",,,,
00None,한국동서발전,업체,전기업,"25,977,192","319,406",,,,
010100,한국무브넥스,사업장,철강,"17,533",364,C,B,C,C
00None,한국바스프,업체,기초 화학물질 제조업,"679,307","10,140",,,,
00None,한국방송공사,사업장,건물,"16,045",336,,,,
00None,한국보훈복지의료공단,사업장,건물,"15,104",310,,,,
00None,한국서부발전,업체,전기업,"26,963,939","333,061",,,,
00None,한국세큐리트,사업장,유리,"27,085",564,,,,
00None,한국수력원자력,업체,전기업,"3,681,792","73,864",,,,
00None,한국수자원공사,업체,수도업,"802,871","17,454",,,,
00None,한국수출포장공업,업체,"펄프, 종이 및 판지 제조업","127,017","1,890",,,,
00None,한국쓰리엠,사업장,플라스틱 제품 제조업,"45,247",928,,,,
00None,한국씨엔티,사업장,"시멘트, 석회, 플라스터 및 그 외 제품 제조업","43,544",852,,,,
00None,한국알루미나,사업장,석유화학,"16,483",244,,,,
00None,한국알콜산업,사업장,기초 화학물질 제조업,"32,846","1,479",,,,
000240,한국앤컴퍼니,업체,일차전지 및 축전지 제조업,"83,256","1,718",B,B+,A,C
00None,한국야금,사업장,기계,"16,100",332,,,,
00None,한국엔에스케이,사업장,기계,"19,678",410,,,,
00None,한국엔지니어링플라스틱,업체,합성고무 및 플라스틱 물질 제조업,"175,429","3,445",,,,
00None,한국오웬스코닝,사업장,유리 및 유리제품 제조업,"83,641","1,605",,,,
00None,한국원자력연구원,사업장,건물,"22,817",471,,,,
00None,한국원자력의학원,사업장,건물,"16,174",332,,,,
00None,한국유미코아배터리머티리얼즈,사업장,일차전지 및 축전지 제조업,"72,926","1,500",,,,
00None,한국이네오스스티롤루션,사업장,합성고무 및 플라스틱 물질 제조업,"76,298","1,655",,,,
00None,한국전력공사,업체,전기업,"873,710","8,238",,,,
00None,한국전자통신연구원,사업장,건물,"20,310",421,,,,
00None,한국제강,업체,1차 철강 제조업,"223,686","4,126",,,,
027970,한국제지,업체,"펄프, 종이 및 판지 제조업","311,690","6,433",C,C,C,C
00None,한국주철관공업,사업장,1차 철강 제조업,"57,389",759,,,,
00None,한국중부발전,업체,전기업,"31,166,623","395,111",,,,
00None,한국지엠,업체,자동차용 엔진 및 자동차 제조업,"238,049","4,844",,,,
00None,한국지역난방공사,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업","5,621,836","114,897",,,,
104700,한국철강,업체,1차 철강 제조업,"305,515","5,516",C,C,D,C
00None,한국철도공사,업체,철도 운송업,"1,510,796","30,028",,,,
161390,한국타이어앤테크놀로지,업체,고무제품 제조업,"396,117","8,173",C,B+,A,D
00None,한국토지주택공사,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업","251,252","5,017",,,,
00None,한국표준과학연구원,사업장,건물,"22,712",468,,,,
00None,한국필립모리스,사업장,담배제조업,"14,350",448,,,,
00None,한국항공우주산업,사업장,"항공기, 우주선 및 부품 제조업","67,159","1,391",,,,
00None,한국핵융합에너지연구원,사업장,건물,"20,157",420,,,,
00None,한국허치슨터미널,사업장,항만,"19,177",342,,,,
00None,한국환경개발,사업장,폐기물 처리업,"74,724",479,,,,
00None,한라시멘트,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업","3,725,709","22,386",,,,
00None,한맥테코산업,사업장,폐기물 처리업,"40,340",27,,,,
00None,한무쇼핑,업체,건물,"64,007","1,346",,,,
128940,한미약품,사업장,의약품 제조업,"71,770","1,429",B,A,A+,C
00None,한미정밀화학,사업장,석유화학,"14,605",338,,,,
00None,한성운수,사업장,교통(여객),"15,905",305,,,,
00None,한세모빌리티,사업장,자동차,"24,600",509,,,,
00None,한세이프에너지,사업장,폐기물 처리업,"47,986",47,,,,
213500,한솔제지,업체,"펄프, 종이 및 판지 제조업","923,577","16,580",A,A,A+,A
00None,한솔페이퍼텍,사업장,"펄프, 종이 및 판지 제조업","125,098","1,135",,,,
018880,한온시스템,사업장,자동차 신품 부품 제조업,"61,700","1,303",B+,A,A+,B
00None,한융금속,사업장,비철금속,"17,433",280,,,,
300720,한일시멘트,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업","3,668,271","24,489",A,A,A+,B+
00None,한일제관,사업장,기타 금속 가공제품 제조업,"57,100","1,156",,,,
00None,한일캔,사업장,기계,"23,393",454,,,,
00None,한일현대시멘트,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업","3,124,044","21,319",,,,
00None,한전원자력연료,사업장,석유화학,"22,208",459,,,,
198940,한주라이트메탈,사업장,비철금속,"20,272",415,,,,
00None,한진부산컨테이너터미널,사업장,기타 운송관련 서비스업,"32,876",657,,,,
009830,한화솔루션,업체,기초 화학물질 제조업,"2,501,207","48,748",B+,A,A+,B
00None,한화에너지,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업","5,014,682","56,941",,,,
012450,한화에어로스페이스,사업장,무기 및 총포탄 제조업,"114,383","2,230",A,A,A+,B+
082740,한화엔진,사업장,일반 목적용 기계 제조업,"42,358",762,B+,B+,A,B+
042660,한화오션,업체,선박 및 보트 건조업,"455,320","8,160",B+,A,B,B
00None,한화오션에코텍,사업장,조선,"20,912",321,,,,
00None,한화임팩트,업체,기초 화학물질 제조업,"516,587","8,982",,,,
00None,한화첨단소재,사업장,석유화학,"41,748",858,,,,
00None,한화토탈에너지스,업체,기초 화학물질 제조업,"4,679,895","106,381",,,,
00None,한화호텔앤드리조트,업체,건물,"51,889","1,035",,,,
00None,한황산업,사업장,자동차 신품 부품 제조업,"40,082",747,,,,
195870,해성디에스,사업장,반도체 제조업,"66,233","1,450",A,A,A+,B+
00None,해태에이치티비,사업장,음료제조업,"16,119",474,,,,
00None,핸즈식스,사업장,자동차 신품 부품 제조업,"67,612","1,384",,,,
143210,핸즈코퍼레이션,사업장,자동차 신품 부품 제조업,"59,826","1,214",D,C,D,D
000720,현대건설,업체,건설,"86,306","1,701",A,A,A,B+
086280,현대글로비스,사업장,도로 화물 운송업,"79,527","1,209",A,A,A+,A
064350,현대로템,사업장,기계,"18,977",382,A+,A+,A+,A
012330,현대모비스,업체,자동차 신품 부품 제조업,"105,334","2,172",A,A+,A+,B+
004560,현대비앤지스틸,사업장,1차 철강 제조업,"72,957","1,494",B+,B+,A,B
00None,현대석회,사업장,"시멘트, 석회, 플라스터 및 그 외 제품 제조업","86,857",245,,,,
00None,현대성우쏠라이트,사업장,일차전지 및 축전지 제조업,"40,368",832,,,,
00None,현대성우캐스팅,업체,자동차 신품 부품 제조업,"194,644","3,784",,,,
00None,현대스틸파이프,사업장,1차 철강 제조업,"38,043",781,,,,
00None,현대아이에프씨,업체,1차 철강 제조업,"230,030","4,250",,,,
00None,현대엔지니어링,사업장,건설,"33,148",672,,,,
307950,현대오토에버,사업장,통신,"20,562",429,A,A,A+,A
011210,현대위아,업체,자동차 신품 부품 제조업,"98,202","2,036",A+,A+,A+,A
00None,현대자동차,업체,자동차용 엔진 및 자동차 제조업,"1,526,375","31,463",,,,
004020,현대제철,업체,1차 철강 제조업,"28,817,883","159,662",A,A,A,B+
00None,현대종합금속,사업장,기계,"18,437",378,,,,
00None,현대종합특수강,사업장,1차 철강 제조업,"46,692",940,,,,
00None,현대트랜시스,업체,자동차 신품 부품 제조업,"190,651","3,948",,,,
092300,현우산업,사업장,전기전자,"15,014",313,,,,
00None,호스트웨이아이디씨,사업장,통신,"16,431",343,,,,
00None,홈플러스,업체,종합 소매업,"385,477","7,858",,,,
00None,홍덕산업,사업장,1차 철강 제조업,"61,488","1,374",,,,
00None,홍원제지,사업장,"펄프, 종이 및 판지 제조업","92,212","1,289",,,,
00None,홍천군,사업장,폐기물,"16,140",86,,,,
00None,화성시,사업장,폐기물 처리업,"135,511","1,207",,,,
00None,화영운수,사업장,교통(여객),"16,404",280,,,,
00None,화천군,사업장,폐기물,"18,363",34,,,,
00None,환영철강공업,업체,1차 철강 제조업,"223,712","4,076",,,,
00None,효성네오켐,사업장,기초 화학물질 제조업,"89,671","1,889",,,,
298040,효성중공업,사업장,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업","52,593","1,093",B+,A,A+,B
298020,효성티앤씨,업체,화학섬유 제조업,"244,092","5,436",B+,A,A+,B
298000,효성화학,업체,기초 화학물질 제조업,"675,406","14,550",A,A,A+,B+
00None,휘닉스중앙,사업장,건물,"20,879",417,,,,
079980,휴비스,업체,화학섬유 제조업,"398,301","5,846",B+,B+,A,B+
00None,희성촉매,사업장,석유화학,"23,978",488,,,,
095570,AJ네트웍스,,,,,B+,C,A,B+
006840,AK홀딩스,,,,,A,A,A+,B+
027410,BGF,,,,,A,A,A+,B+
282330,BGF리테일,,,,,A,A,A+,A
126600,BGF에코머티리얼즈,,,,,B,B,B,B
138930,BNK금융지주,,,,,A,A+,A+,A
801190,BNK캐피탈,,,,,등급없음,등급없음,등급없음,B
001460,BYC,,,,,D,D,D,C
001040,CJ,,,,,A,A,A+,A
079160,CJCGV,,,,,A,A+,A+,A
035760,CJENM,,,,,A,B+,A+,B+
311690,CJ바이오사이언스,,,,,B+,C,B+,B+
011150,CJ씨푸드,,,,,B+,A,A,B
051500,CJ프레시웨이,,,,,A,A,A,B+
000590,CS홀딩스,,,,,C,D,D,B
012030,DB,,,,,C,D,B,C
818158,DB생명보험,,,,,등급없음,등급없음,등급없음,B+
005830,DB손해보험,,,,,B+,A,A,B+
016610,DB증권,,,,,B,C,C,B+
000990,DB하이텍,,,,,C,B+,A,D
813363,DGB생명보험,,,,,등급없음,등급없음,등급없음,B+
000210,DL,,,,,A,A,A+,A
375500,DL이앤씨,,,,,A,A,A+,A
007340,DN오토모티브,,,,,C,C,C,C
004840,DRB동일,,,,,B+,B+,A,B+
155660,DSR,,,,,C,C,C,C
069730,DSR제강,,,,,C,D,D,B
017940,E1,,,,,A,A,A+,B+
383220,F&F,,,,,A,A+,A+,B
007700,F&F홀딩스,,,,,A,A+,A+,A
114090,GKL,,,,,A,A+,A,A
078930,GS,,,,,B+,B+,A,B+
001250,GS글로벌,,,,,B+,B+,A,B+
007070,GS리테일,,,,,A+,A+,A+,A
012630,HDC,,,,,C,A,A+,D
039570,HDC랩스,,,,,B,C,A,B
089470,HDC현대EP,,,,,B+,B+,A,B+
009540,HD한국조선해양,,,,,A,A,A+,A
267250,HD현대,,,,,A,B+,A+,A
267270,HD현대건설기계,,,,,A,A,A+,A
071970,HD현대마린엔진,,,,,C,C,C,C
010620,HD현대미포,,,,,A,A,A+,A
322000,HD현대에너지솔루션,,,,,A,B+,A,A
042670,HD현대인프라코어,,,,,A+,A+,A+,A
267260,HD현대일렉트릭,,,,,A+,A+,A+,A
329180,HD현대중공업,,,,,A,A,A+,B+
097230,HJ중공업,,,,,A,A,A+,B+
195940,HK이노엔,,,,,A+,A,A+,A+
014790,HLD&I,,,,,A+,A+,A+,A
028300,HLB,,,,,B+,B+,B+,B
003580,HLB글로벌,,,,,D,D,D,D
067630,HLB생명과학,,,,,C,D,C,C
204320,HL만도,,,,,A,A,A+,A
060980,HL홀딩스,,,,,A,A,A+,A
011200,HMM,,,,,A,A,A+,A
403870,HPSP,,,,,C,C,D,C
035000,HS애드,,,,,B,C,D,A
002460,HS화성,,,,,C,C,C,B+
298050,HS효성첨단소재,,,,,A,A,A+,B+
015360,INVENI,,,,,B,C,B,B+
294870,IPARK현대산업개발,,,,,A,A,A+,A
095340,ISC,,,,,B,C,B+,B
175330,JB금융지주,,,,,A,A+,A,A
204210,JK리버스톤리츠,,,,,D,D,D,D
001060,JW중외제약,,,,,B+,B+,A,B+
096760,JW홀딩스,,,,,B+,B+,A,B+
035900,JYPENT.,,,,,B,A,A+,C
105560,KB금융,,,,,A,A+,A+,A
839185,KB라이프생명보험,,,,,등급없음,등급없음,등급없음,A
002550,KB손해보험,,,,,등급없음,등급없음,등급없음,A
021320,KCC건설,,,,,C,C,D,B
036670,KCI,,,,,A,A,A,B+
009440,KC그린홀딩스,,,,,B,B,B,B
119650,KC코트렐,,,,,C,B,B,C
092220,KEC,,,,,C,C,D,C
003620,KG모빌리티,,,,,C,C,D,C
016380,KG스틸,,,,,B,B+,A,C
151860,KG에코솔루션,,,,,D,C,D,D
035600,KG이니시스,,,,,C,C,B+,D
001390,KG케미칼,,,,,C,B+,B,C
046440,KG파이낸셜,,,,,C,C,A,C
033180,KH필룩스,,,,,D,C,D,D
060720,KH바텍,,,,,A,A,A+,A
015590,KIB플러그에너지,,,,,D,C,D,D
001940,KISCO홀딩스,,,,,D,C,D,D
092230,KPX홀딩스,,,,,D,C,D,D
000040,KR모터스,,,,,D,D,D,D
044450,KSS해운,,,,,B+,B+,A,B+
058850,KTCS,,,,,A,A,A+,A
058860,KTIS,,,,,B+,A,B+,B+
043610,KT지니뮤직,,,,,C,D,C,C
093050,LF,,,,,B+,B+,B+,B+
003550,LG,,,,,A,A,A+,B+
034220,LG디스플레이,,,,,B+,B+,A,B+
051900,LG생활건강,,,,,A,B+,A+,A
373220,LG에너지솔루션,,,,,A,A,A+,B+
032640,LG유플러스,,,,,A,A,A+,A
011070,LG이노텍,,,,,A,A,A+,A
066570,LG전자,,,,,A,A,A+,B+
037560,LG헬로비전,,,,,A,A,A+,A
051910,LG화학,,,,,B+,B+,A,B+
079550,LIG디펜스앤에어로스페이스,,,,,A,A,A+,A
006260,LS,,,,,A,A,A,A
000680,LS네트웍스,,,,,B+,B,A,B+
060370,LS마린솔루션,,,,,C,C,C,B
229640,LS에코에너지,,,,,C,D,C,B
078020,LS증권,,,,,C,D,D,B
108320,LX세미콘,,,,,B+,B+,A,B+
001120,LX인터내셔널,,,,,A,B+,A+,B+
108670,LX하우시스,,,,,A,A,A,B+
383800,LX홀딩스,,,,,B+,A,A,B+
023150,MH에탄올,,,,,D,D,D,C
035420,NAVER,,,,,A,A,A+,A
036570,NC,,,,,A,B+,A+,A
060250,NHNKCP,,,,,B,B,B,B
054050,NH농우바이오,,,,,C,D,D,B
839719,NH농협손해보험,,,,,등급없음,등급없음,등급없음,A
005940,NH투자증권,,,,,B+,B+,A,B+
034310,NICE,,,,,B+,B,A,B+
030190,NICE평가정보,,,,,B+,C,B+,B+
008260,NI스틸,,,,,D,D,C,D
010060,OCI홀딩스,,,,,A,B+,A+,A
178920,PI첨단소재,,,,,B+,B+,A,B+
001340,PKC,,,,,D,C,D,D
005490,POSCO홀딩스,,,,,A,A,A+,A
218410,RFHIC,,,,,D,C,D,D
034120,SBS,,,,,A,B+,B+,A
003080,SB성보,,,,,D,D,C,C
036540,SFA반도체,,,,,D,C,C,D
016250,SGCE&C,,,,,C,B,C,C
005090,SGC에너지,,,,,B,A,B+,C
001380,SG글로벌,,,,,D,C,D,D
004060,SG세계물산,,,,,D,D,D,C
001770,SHD,,,,,D,D,D,C
002360,SH에너지화학,,,,,C,C,D,B
033530,SJG세종,,,,,D,C,C,D
034730,SK,,,,,A,A,A+,A
011790,SKC,,,,,A,A,A+,A
018670,SK가스,,,,,A,A,A+,A
001740,SK네트웍스,,,,,A+,A,A+,A+
006120,SK디스커버리,,,,,A,A,A+,A
210980,SK디앤디,,,,,A,A,A+,A
302440,SK바이오사이언스,,,,,A,B+,A+,A
402340,SK스퀘어,,,,,A+,A,A+,A+
361610,SK아이이테크놀로지,,,,,A,A,A+,A
100090,SK오션플랜트,,,,,A+,A+,A+,A
001510,SK증권,,,,,B+,A,B+,B+
285130,SK케미칼,,,,,A+,A+,A+,A+
017670,SK텔레콤,,,,,A,A,B+,A
000660,SK하이닉스,,,,,B+,A,A+,B
048550,SMC&C,,,,,D,D,D,D
063440,SMLIFEDESIGN,,,,,D,D,D,D
003570,SNT다이내믹스,,,,,C,C,D,C
064960,SNT모티브,,,,,C,C,C,C
100840,SNT에너지,,,,,C,C,D,B
036530,SNT홀딩스,,,,,B,C,D,B+
067160,SOOP,,,,,B+,B,A,B+
000390,SP삼화,,,,,B+,B+,B+,B+
011810,STX,,,,,D,D,C,D
077970,STX엔진,,,,,D,C,C,D
002170,SYTS,,,,,C,C,D,B
002710,TCC스틸,,,,,C,B,A,D
007980,TP,,,,,C,C,C,C
002900,TYM,,,,,B+,B+,A,B
024070,WISCOM,,,,,C,C,D,C
037270,YGPLUS,,,,,D,D,D,D
139130,IM금융지주,,,,,A,A+,A,A
000860,강남제비스코,,,,,B+,A,B+,B+
114190,강원에너지,,,,,D,C,D,D
094480,갤럭시아머니트리,,,,,C,D,C,B
011420,갤럭시아에스엠,,,,,D,D,D,D
192520,경남은행,,,,,등급없음,등급없음,등급없음,B+
002100,경농,,,,,C,C,D,B
009450,경동나비엔,,,,,A,B+,A+,B+
267290,경동도시가스,,,,,B,C,B+,B
012320,경동인베스트,,,,,B,C,B+,B
012610,경인양행,,,,,B+,B+,B+,B
009140,경인전자,,,,,D,D,D,D
013580,계룡건설산업,,,,,B,B+,C,B+
012200,계양전기,,,,,D,C,C,D
002140,고려산업,,,,,D,D,D,C
098460,고영,,,,,B+,B,A,B
215000,골프존,,,,,B+,A,A,B+
009290,광동제약,,,,,C,B+,C,C
017040,광명전기,,,,,C,C,D,C
017900,광전자,,,,,C,C,D,C
037710,광주신세계,,,,,A,A,A+,A
192530,광주은행,,,,,등급없음,등급없음,등급없음,B+
811097,교보생명보험,,,,,등급없음,등급없음,등급없음,B+
030610,교보증권,,,,,B+,A,A,B
339770,교촌에프앤비,,,,,D,D,D,C
060000,국민은행,,,,,등급없음,등급없음,등급없음,A
001140,국보,,,,,D,C,D,D
002720,국제약품,,,,,D,D,D,C
014530,극동유화,,,,,D,C,D,D
001570,금양,,,,,D,C,D,D
002990,금호건설,,,,,B+,B,A,B
214330,금호에이치티,,,,,D,C,D,D
001210,금호전기,,,,,D,C,D,D
092440,기신정기,,,,,D,D,D,C
024110,기업은행,,,,,B+,A+,A+,B
013700,까뮤이앤씨,,,,,C,D,D,B
121600,나노신소재,,,,,C,C,D,C
089600,나스미디어,,,,,B+,B+,A,B+
293580,나우IB,,,,,D,D,D,C
001260,남광토건,,,,,D,D,D,D
008350,남선알미늄,,,,,D,C,D,D
004270,남성,,,,,D,D,D,D
095660,네오위즈,,,,,C,D,D,B+
007390,네이처셀,,,,,D,C,D,D
348210,넥스틴,,,,,C,B,B,D
225570,넥슨게임즈,,,,,D,D,D,C
217270,넵튠,,,,,C,D,C,B
251270,넷마블,,,,,A,B+,A+,A
090350,노루페인트,,,,,A,A,A+,B+
000320,노루홀딩스,,,,,A,A,A+,B+
005250,녹십자홀딩스,,,,,A,A,A+,B+
072710,농심홀딩스,,,,,B,B+,B+,B
839683,농협금융지주,,,,,등급없음,등급없음,등급없음,A
839723,농협생명보험,,,,,등급없음,등급없음,등급없음,A
839742,농협은행,,,,,등급없음,등급없음,등급없음,A
058730,다스코,,,,,C,C,D,B
030210,다올투자증권,,,,,B+,A,A,B+
023590,다우기술,,,,,A,A,A+,B+
032190,다우데이타,,,,,D,D,C,D
068240,다원시스,,,,,D,D,D,D
145210,다이나믹디자인,,,,,D,C,D,D
019680,대교,,,,,B,D,B+,B+
006370,대구백화점,,,,,C,D,C,B
008060,대덕,,,,,B+,B+,A,B
000490,대동,,,,,B+,B+,A+,B
008110,대동전자,,,,,D,D,D,D
005750,대림바스,,,,,C,C,C,C
006570,대림통상,,,,,D,C,C,D
084690,대상홀딩스,,,,,B,A,A+,C
128820,대성산업,,,,,C,C,B,D
117580,대성에너지,,,,,B,B+,A,C
016710,대성홀딩스,,,,,C,B+,A,D
003540,대신증권,,,,,B+,B+,A,B+
014160,대영포장,,,,,D,D,D,D
003090,대웅,,,,,B+,B+,A,B
006340,대원전선,,,,,D,C,D,D
003220,대원제약,,,,,B+,B+,A,B+
078600,대주전자재료,,,,,B+,B,A,B
005880,대한해운,,,,,D,C,D,D
016090,대현,,,,,C,D,D,B+
298540,더네이쳐홀딩스,,,,,D,D,D,D
192080,더블유게임즈,,,,,C,D,D,B+
012510,더존비즈온,,,,,C,C,D,C
213420,덕산네오룩스,,,,,D,C,D,D
004830,덕성,,,,,C,C,D,C
194480,데브시스터즈,,,,,C,D,D,B
145720,덴티움,,,,,D,D,D,D
002150,도화엔지니어링,,,,,C,C,C,B
086450,동국제약,,,,,C,B+,A,D
023450,동남합성,,,,,D,D,D,C
007590,동방아그로,,,,,C,D,D,B
005960,동부건설,,,,,B+,B+,B+,B
026960,동서,,,,,C,C,C,C
002210,동성제약,,,,,D,D,D,D
000640,동아쏘시오홀딩스,,,,,A+,A,A+,A+
170900,동아에스티,,,,,A,A,A+,A
028100,동아지질,,,,,D,C,C,D
282690,동아타이어,,,,,D,D,D,D
001520,동양,,,,,C,B,B,C
082640,동양생명,,,,,B+,C,B+,B+
008970,동양철관,,,,,D,C,D,D
092780,동양피스톤,,,,,C,C,C,C
049770,동원F&B,,,,,B,A,A,C
018500,동원금속,,,,,C,B,D,B
030720,동원수산,,,,,D,D,D,D
163560,동일고무벨트,,,,,B+,B+,A,B+
000020,동화약품,,,,,C,B,B,C
241560,두산밥캣,,,,,A,B+,A,A
336260,두산퓨얼셀,,,,,A,A,A+,B+
016740,두올,,,,,D,D,C,C
060570,드림어스컴퍼니,,,,,C,C,C,C
192650,드림텍,,,,,C,C,D,B
024090,디씨엠,,,,,C,D,D,B+
003160,디아이,,,,,D,C,C,D
001530,디아이동일,,,,,D,D,D,C
092200,디아이씨,,,,,C,C,B,D
376300,디어유,,,,,D,D,D,D
013570,디와이,,,,,C,D,D,B
024900,디와이덕양,,,,,D,D,D,D
210540,디와이파워,,,,,C,C,D,B+
885673,라이나생명보험,,,,,등급없음,등급없음,등급없음,B
115390,락앤락,,,,,B+,A,A,B
281740,레이크머티리얼즈,,,,,C,C,D,C
277810,레인보우로보틱스,,,,,D,D,D,D
090360,로보스타,,,,,D,D,D,C
089860,롯데렌탈,,,,,A,A,A,A
000400,롯데손해보험,,,,,B+,C,A,B+
004990,롯데지주,,,,,A,A,A+,A
005300,롯데칠성음료,,,,,A,A+,A+,B+
854231,롯데카드,,,,,등급없음,등급없음,등급없음,A
855981,롯데캐피탈,,,,,등급없음,등급없음,등급없음,B
071840,롯데하이마트,,,,,A,A,A+,A
328130,루닛,,,,,B,C,B+,B
141080,리가켐바이오,,,,,B+,B,A,B
058470,리노공업,,,,,D,C,D,D
073570,리튬포어스,,,,,D,D,D,D
027740,마니커,,,,,D,D,D,C
